Refractive Indices,Thicknesses
"2.158805158729601,1.228906335746096,1.277917140858967,1.0825998719197156","481.16086563010833,300.9096488117499,163.3806345216538,408.887348700983"
"1.2916014680386463,1.55007470393811,1.2745955245384855,1.4089569504863766","159.6679161844828,251.79237583598996,347.7439116389668,260.4289994274578"
"1.2647011464664653,2.1910063203297008,1.9980772078096334,1.366231546145624","306.41184178659057,491.47841798540617,401.11338295375117,258.1075023722851"
"1.5799913112199249,1.5072179113459594,1.4318617902282293,2.232777937143704","400.6079878019097,251.75977978351213,223.38949530607945,167.11336153908724"
"1.409796385136143,1.527072937132451,1.5179662575161341,2.3206200194806414","473.80642286092194,350.52431280657095,360.6107156224213,299.7421176504448"
"1.5476768544799437,2.208835680089553,2.1242914690849,2.272992486092811","490.1614314687985,301.14691572161007,491.77726358263624,463.9620556595238"
"1.6056333497594149,1.6778303661868161,1.21646561841577,1.1076116338292232","371.48369424366774,420.4043906098301,377.168943814483,238.56775478750464"
"1.3890434893340724,2.1939258082803885,1.8257778314066635,1.699873223450705","138.7599634998859,264.54897886811443,447.38185379433264,413.7568709456345"
"1.1656955782382565,1.7790541427384303,1.7584867239845303,1.8074260368703516","334.27271043316716,220.87886185215888,338.126852502768,240.89385609302803"
"1.9932464666953669,2.226694653320055,2.0844695330638587,1.47165030160942","268.18139477458084,184.85727871155584,130.40770846982923,376.50445281728645"
"2.0739579143880267,1.6871459782526594,2.2525156365555805,2.1171870033447417","488.0275763509152,370.4776713366227,137.4859385299781,263.1350983898885"
"1.277556552745046,1.1712966559314881,2.449912125139092,1.8977823147699522","357.8496689905187,380.3211399525096,489.8466092036923,183.4535865964341"
"1.853163391508676,2.2018105174062903,1.9023224624503037,2.4269563012162263","151.65205267621343,204.55389433712014,353.73461544353677,191.45802233865595"
"1.2163780802136492,2.373247796741419,1.889555414098297,1.6235513429483952","267.3076153280517,427.3605926749064,181.24840566738789,150.12166997356047"
"2.22031761350695,1.3385073113349768,1.8261718143455716,1.1396810826184203","463.06342951697025,426.5103223819693,386.5879840085597,272.93431376600233"
"1.090558028317744,1.1001597686667077,2.105165203745353,2.094030441378144","340.5863360211091,128.83507769262806,228.42135797446764,425.59188714142414"
"1.7151775770153144,1.159036345092821,1.2755440493420154,1.1450541350588932","323.7718360433962,444.1576967217552,299.4168015480379,205.6836871959794"
"1.0472148993807737,1.0943258793262969,1.5388326613378227,2.0797595163211504","181.5900869092148,125.16694311986981,498.8962801142018,272.5628852947305"
"1.0534694224007093,1.220263244685517,2.101822093054155,1.201024775511112","139.71334808208394,319.2697110444152,445.4820199664218,270.1769567027126"
"1.9734738340914393,2.010380910265965,1.5956725067418178,1.4060376195606117","341.8595004780309,406.52573300023,210.7004838343279,474.2783506577468"
"2.406294182079365,2.088565054875427,2.453142366674036,1.942422991518562","298.45893947311674,104.91824752406967,225.44481651660413,148.82432697236098"
"2.139695660753037,1.595282425785672,1.6489735930952527,2.4455539117547334","185.3753122633739,148.5221072090509,225.52170030876908,159.18577153585227"
"2.498054208569851,1.051778219214452,2.2137824671428246,2.2116153118561472","305.3701695057659,202.27943010223188,102.56830242865433,198.04624996211857"
"2.4605304655145397,2.3261105227899836,2.418842042835783,1.777621784159345","387.50481649783046,421.7478496027268,356.4959788927709,165.55110006769107"
"1.9970676632785136,1.8222309240575838,2.2057382484286556,2.3319227678578605","233.45505254681274,401.1156580827127,404.8893161073244,413.2716876474241"
"1.7080054130746052,1.7252320647253097,1.126741973666716,1.0161565640840897","264.8930333009955,237.401940506183,348.03799228540765,277.4476075821384"
"1.722169109333679,1.3788409705967717,2.149404567745066,1.6394984967634574","364.07803920003437,496.22715107164436,484.9158016797124,280.26432045935326"
"1.8781066412077312,1.088290010331792,1.502378096916132,2.3670586437441776","492.711383001358,421.27405663378835,356.66255892239957,393.0547362594729"
"1.9303956604175128,1.0069036165965923,2.35039619811834,1.909719459346238","220.994920354413,460.2269568379816,163.6394009022564,455.4205435078182"
"1.5347734648131994,2.443168548339277,1.159801416001471,1.2731588658978508","141.60481976080513,205.9366215295996,406.77422655799853,184.8702677110972"
"1.4592855338202533,1.0878983304094207,2.484553172656681,1.380934628110434","367.6983314622252,458.82279202606094,223.76065386550533,481.98019604387906"
"2.3640243587320127,1.6958638897153444,1.1381294681349496,2.114492813128389","326.98635384848757,316.5708947846973,341.3092163271074,469.5407617081847"
"1.7423831389871811,1.278741818020692,1.5473860957256975,1.1964680717453915","467.3402276011508,133.9641261255549,435.22550620992604,463.1928922784596"
"2.2067039757152602,1.410806810247635,2.362969542168673,2.3182884346446935","344.9609865949912,392.80167991703877,100.27331267672754,176.48057341867883"
"2.4496353588507134,1.8130017820979718,1.5070255457016368,1.998732511393901","299.8462217701758,470.6741518309117,483.62461424587946,383.44669133964203"
"2.2783776663149427,1.1594437934926718,1.521229449032353,1.062490841478832","164.0753501257724,159.21163522367166,416.6237347149732,350.1819264453429"
"1.400436191047689,2.47022949682231,2.3222549488678803,2.211901676953951","368.9401389686043,311.9011267739946,259.7229905901762,348.9836878512969"
"1.7098875997122707,2.2241859424255312,2.0940725184608033,1.4077075930498055","445.53711645478654,256.5217125562159,273.4885365947264,206.3302327592654"
"1.2182291050647933,2.061008499111283,1.5909846362645177,1.6453410114590294","191.3357580245488,119.92119358175586,153.25935956460063,129.8499480092304"
"2.3061709297115938,1.3295743852050008,1.6839146347444478,1.5244874362033258","318.8568566879002,235.42074604848463,140.7050427388757,454.26948543777416"
"2.389935494256546,1.2666720542052388,1.0085065017963013,1.5715807776699753","206.49650368139834,248.94532318031003,302.3171269787606,170.46239349803196"
"2.0620895505456445,1.2826482736514457,2.2493186716228246,2.4192890755554872","376.61557339755063,438.1439339095297,158.92234467343286,165.19576824611272"
"1.811975290566451,1.5749121214074089,1.527916253313212,1.3340281761420596","390.81300469079946,101.0345133726641,136.14039840701636,278.96621144767596"
"1.319806556218481,2.0715885924767603,1.9488840175020088,1.660052441547444","353.6002402927451,183.30783529515531,240.96260616591158,454.4751405322934"
"1.0659735817047062,2.0268420418005793,1.9416730627984458,1.5969647383470293","445.4123707165841,117.69191236315235,298.15645419799375,183.28074924766153"
"1.9980106723629456,2.3621033839798993,1.0143410419419472,2.233254585439138","136.3196150039563,462.96689568199076,332.43231655303197,463.1705843168556"
"2.349676258927798,2.497837544313957,1.0132533137509703,1.5910036653358597","276.9583700254673,187.96813202152683,398.2251638811512,297.9807241654787"
"1.9761959210742088,1.344835729589213,1.237903732125154,1.1827256631089793","479.2003391925745,402.8194724790831,121.83591853419178,349.7240449845573"
"1.0218289551596393,1.2502359067597428,1.5858119734590868,1.5899909218637038","201.84651114667483,145.00831047356527,302.82752633824083,211.86372961124306"
"2.432390818292527,1.6731420637395515,1.7706403370243669,2.2447491088845815","333.9149937913569,389.5772137553953,476.41304135498586,141.20117892484436"
"2.0981473596662035,1.5102133666447037,2.4708492844632577,1.4818406919491314","131.7592289543786,348.45106693076923,243.7225832691,322.11760535323054"
"1.7541296229208696,1.3230117416344167,2.137884930415323,1.3333036927936324","108.87618697933688,413.87815776982586,361.2046274979066,383.47807901420305"
"2.2643577212201276,1.9458463138225457,1.0363529272950796,1.9513000409328998","113.549060780357,115.49917830348777,440.37226558458576,183.8774155316325"
"1.2098513041769334,1.5497023026507577,1.7425492064407946,1.1411425664209123","221.1612396768873,289.1987498638534,108.84826571972424,180.74822120766743"
"1.6623742138534547,1.2402852246047604,2.061060580958663,2.326069682062094","264.42498076291326,231.32941794079204,155.74436329438458,342.4060272610674"
"2.3720008305444398,2.0172908267574807,1.5113856562335526,1.9216192123980511","354.20360729537936,192.8017468317761,373.60015230153715,322.21752928439537"
"1.8889345133060356,2.1004669421624835,1.1220705761436842,2.0879375079985847","125.10876772605317,189.7845990884488,191.87968703424468,104.9401959595102"
"1.4695785899880551,2.2298396800288907,1.766763186366648,1.3664359253905891","154.97778523262804,133.81163916184545,274.8656138682089,176.77870294755374"
"1.9110948576880216,1.6084171213489042,2.3945978418084426,2.3637964886664156","259.389304415404,429.3196836280332,428.4032922438853,388.7790625150936"
"2.2977983771916097,1.8825160206516596,1.2846878940961675,1.4267356645764302","425.6825355745404,463.25834149464856,374.3555156257743,162.9115904405931"
"1.629160211299966,1.9166968940746094,1.476161585113462,1.456090783027863","455.15850535585594,442.3532937197346,335.7674675798148,498.6328878263428"
"1.2969056610064036,2.496940886881533,2.15862478543189,1.0115605319938887","155.81419548389218,187.87135377390285,308.9011503467143,216.92536116219003"
"1.7000212879708154,1.9015521950835628,2.47195093781537,1.4939378102994474","324.8299117598456,221.32327837936825,211.23454561484718,478.45842412869604"
"2.1235043170594543,1.9200411561579558,1.1583639905243714,1.7464210632397426","295.1301696605005,380.4045162326125,165.53841838105194,419.1619086612368"
"1.8989299415817618,2.329009886627621,2.3729974360920556,1.964781631967726","206.00416979964203,461.55269981383043,346.54811119359215,447.19077481743807"
"1.8872594582445146,1.6416898902848105,2.23475956478455,1.9194311891878661","172.10135478952378,106.8750536240529,469.6644051718084,153.9573258662107"
"1.583497386034551,1.9757773539390164,2.2170551117693975,2.468083711053764","195.6842152955849,229.25152292301382,399.14041887335253,292.954298349665"
"2.033576553334316,1.240066064158111,2.012469875464609,1.9178518334408716","173.1226016147617,461.37171862200324,150.42271752688544,207.28916854576389"
"1.4416304930525212,2.271933979797285,1.9647031378397184,1.5384958216268116","142.7892870597052,425.3921809648876,184.1621592613784,135.91720323321283"
"1.7869421004647696,2.2682835535970147,1.0801998027262911,1.9005660008675354","230.91464608794126,166.29925035210977,404.22313477393305,494.20418309692366"
"1.7917269133634588,2.4657088409778343,1.1997582189390525,1.8772354365371249","308.6060883012845,282.0523960021607,359.4400495493223,491.89349303848536"
"1.2459476955805768,1.7797962610129257,1.4104829389568807,1.2910293578411165","171.71474543588752,433.8352843726781,415.9139036514416,154.91914707709893"
"1.436811767135243,1.5977890985258278,1.7348449298755153,1.2066814764892169","133.99554660516418,374.75928521327194,143.75705376434627,136.69273129842506"
"2.1293537720820312,1.0314469227558019,1.0519970843765374,1.4432749519512198","454.8957744923668,108.70965761181886,151.11223721563954,478.57110926688785"
"2.151781501005262,1.4384818225080425,1.9995027023390692,1.748177572239011","269.26082020315624,141.6992570180035,100.5248390635125,258.5435443928381"
"1.1588766478467318,1.4027229842912394,1.9952455127025897,1.7157034696139277","244.29045838356438,243.63425560268576,421.7130174631591,391.4418559857936"
"1.2915231331167567,2.2276516804634574,1.9192471729109513,1.9289875931411007","185.0258221952812,175.98793734197451,364.79249476841676,489.85742888571497"
"1.8114557829014262,2.2186671441642973,2.0513402803563237,1.186290884842842","493.7564832451823,388.97168958025134,143.79948173952783,196.70857754654372"
"1.281905653762363,1.3283364835035074,1.0862152516125585,1.9451070602804315","227.67804142105336,454.8962668445529,107.13628282438852,226.4081160450625"
"1.8699440686280084,1.0099914404986476,2.3518073819599183,1.4212839632271974","311.23717756845235,107.19316257311857,108.27103510003471,274.1118175938465"
"2.4331992222508085,1.4896812825561976,1.4933114379627057,1.4741724640630083","199.23788860817103,269.2292372784091,461.91635262092217,169.87437809654654"
"1.9238695269841426,2.0832352802652334,2.2417863460925127,1.7144634815903448","314.09136453708646,153.75139841223344,175.15649424649274,497.2928696738488"
"1.5329252107272038,1.8230319954291647,1.5538531210215663,1.6729372857572353","427.22456293010174,497.43940737721914,120.61770331501566,140.58337692717316"
"1.5256655187655328,1.0451468870756737,2.4485866666933607,1.4703085276621217","197.774128765841,313.7412038916149,142.1029783058717,355.336432877944"
"1.4341155493602813,1.0958374685584782,1.3462434778449062,2.3207823841414523","106.06872133642682,368.5250327076112,194.3779327424964,319.9239075657091"
"1.938567881031298,2.3864980302271768,2.422349968919952,2.1707205275117447","420.60174365801674,332.37384013501236,230.03211095747923,148.75088704958497"
"1.4348287417950187,1.3060110899212973,1.270258523053009,1.8382582381154091","313.5192776566017,227.7265848006952,499.1040486524116,317.2626491363181"
"2.105927450486526,1.7827041689754217,1.3588767980433767,1.4114295915348751","282.0822482407084,350.7119000193567,324.50952259738796,390.9086021899707"
"1.7533036083795137,1.8827948098833254,1.812637028008417,1.7467608978971192","296.1435617283613,288.575052016039,193.78657446173003,291.02112420293133"
"2.088790360562398,1.0035816704906018,1.1944606816102465,1.9156634753437816","175.3042752017987,162.60646069415708,348.82198171427063,306.3914091122558"
